sensor_id,temperature,humidity,ph_level,soil_moisture,nitrogen_level,phosphorus_level,potassium_level,timestamp,location_latitude,location_longitude,altitude,soil_type,crop_type,field_size
32,84.06,53.26,13.67,97.92,70.72,60.47,76.72,5/1/2022 21:19:16,42.615891,114.744988,6242.47,clayey,wheat,344.42
33,55.47,87.9,1.0,1.5,1.67,35.91,96.44,7/27/2022 04:30:51,-34.6761,-58.5404623,9438.64,clayey,wheat,587.24
34,28.26,92.44,4.47,57.91,3.7,49.98,32.52,7/3/2022 12:21:58,40.4563733,-3.6952896,591.84,sandy,wheat,200.37
35,73.37,0.87,0.02,51.61,57.13,19.05,76.76,10/22/2022 19:52:48,41.811711,97.030217,1483.96,clayey,wheat,386.37
36,57.63,12.98,13.76,29.47,20.54,28.83,92.18,6/30/2022 21:19:43,-7.9396646,111.4109784,1323.43,clayey,soybean,338.63
37,40.08,46.99,8.31,83.96,81.64,68.56,75.53,8/17/2022 14:26:53,59.4310564,26.2664249,8609.49,clayey,soybean,831.47
38,96.48,83.95,3.73,43.82,4.13,15.83,76.08,7/28/2022 16:35:53,40.7822677,22.5735489,1641.33,sandy,wheat,123.07
39,67.19,44.99,1.57,24.41,8.55,15.12,89.19,11/3/2022 05:21:26,14.7938922,120.953604,1793.16,clayey,soybean,267.29
40,28.48,17.48,1.4,84.92,67.55,35.75,52.2,8/9/2022 07:39:28,40.4148619,-7.707845,3208.63,sandy,corn,798.94
41,51.29,73.05,8.43,72.37,60.45,2.91,8.74,9/4/2022 14:57:45,40.2445524,22.3806789,6734.48,sandy,wheat,428.93
42,43.02,76.02,13.47,63.62,86.36,73.17,63.96,9/13/2022 11:24:39,41.5722945,20.0523019,2873.64,loamy,wheat,276.93
43,78.66,19.52,9.16,77.38,95.75,65.35,70.47,12/28/2022 04:48:22,54.519499,86.358927,654.57,loamy,soybean,276.64
44,1.1,92.87,6.33,15.4,8.4,26.59,53.85,5/10/2022 11:04:16,31.83889,94.43722,2305.73,clayey,soybean,930.39
45,59.94,11.94,7.79,75.72,46.69,62.5,90.07,8/31/2022 08:59:55,63.839604,-22.410284,19.88,clayey,corn,334.59
46,87.98,21.33,10.83,69.76,85.48,99.27,25.77,2/26/2022 14:47:38,18.6243144,98.8938543,7870.45,sandy,wheat,202.01
47,64.73,98.74,2.71,9.15,39.43,62.35,75.78,8/25/2022 11:16:40,57.9887927,56.1415665,9666.55,loamy,soybean,823.39
48,37.61,90.07,0.11,53.69,3.31,47.87,63.86,7/9/2022 22:35:12,62.3838715,17.2770463,9688.71,clayey,wheat,862.26
49,72.39,59.66,3.43,62.35,45.69,37.41,72.89,12/19/2022 17:22:06,-6.080007,140.276147,7077.01,clayey,corn,56.35
50,80.21,20.81,9.36,60.38,40.75,98.65,56.17,3/11/2022 09:17:01,32.3361632,-90.1565209,7427.87,sandy,corn,99.19
51,69.43,68.07,5.48,57.16,78.8,27.41,37.79,9/23/2022 21:38:02,-22.433333,26.416667,7305.84,loamy,wheat,616.99
52,34.4,28.42,9.8,89.38,82.86,21.67,72.57,7/12/2022 15:43:59,23.634675,112.44069,5285.88,sandy,soybean,965.83
53,43.88,53.1,12.87,74.02,74.24,96.42,43.64,2/5/2022 19:28:29,47.7498348,27.9466224,8487.63,clayey,soybean,417.31
54,73.17,96.23,1.52,39.25,69.83,49.14,18.06,8/28/2022 12:15:51,-34.6143064,-58.7373137,1827.96,sandy,corn,2.01
55,71.0,40.9,6.39,62.39,76.09,83.39,84.19,3/14/2022 09:46:36,-8.4428564,112.6973355,2274.37,clayey,wheat,520.78
56,6.23,49.63,3.77,11.94,11.65,23.97,59.12,6/13/2022 13:04:54,55.59754,38.47134,9133.3,sandy,soybean,532.63
57,19.06,19.13,6.39,23.82,94.59,39.78,28.78,2/15/2022 16:12:21,47.2215999,5.9675963,8120.76,loamy,soybean,425.97
58,48.62,40.29,0.61,92.99,25.73,35.1,6.51,2/15/2022 22:10:18,-20.5912573,48.5312279,7126.35,clayey,corn,678.97
59,53.66,79.7,7.95,24.26,26.05,85.53,84.06,9/22/2022 04:21:12,47.5612569,7.5655743,6156.64,clayey,soybean,892.86
60,26.02,11.06,1.45,53.0,17.96,16.66,29.26,3/4/2022 20:41:51,26.855047,100.22775,7348.45,loamy,wheat,34.93
61,36.47,12.7,2.78,15.66,32.06,46.35,92.99,11/19/2022 04:32:40,60.9847449,76.4585878,6261.42,sandy,wheat,69.19
62,95.5,36.69,0.18,89.94,72.48,25.05,77.08,2/22/2022 04:45:51,59.9428184,10.6771005,3384.18,sandy,wheat,926.87
63,17.98,54.69,3.32,7.61,34.22,47.01,98.59,2/4/2022 08:47:21,13.9603097,120.6382357,7823.13,loamy,wheat,175.85
64,5.99,71.71,6.18,28.35,74.16,30.39,65.44,12/7/2022 19:03:00,50.5965585,13.5929744,3185.38,sandy,corn,417.75
65,33.97,92.8,0.37,31.6,54.46,39.92,98.92,4/9/2022 01:02:49,50.4800637,16.1816772,1011.59,clayey,wheat,18.69
66,9.63,31.69,11.64,56.2,84.02,69.15,20.46,7/27/2022 20:53:46,36.307064,120.39631,632.33,sandy,wheat,451.86
67,21.48,6.66,12.2,4.68,43.43,51.86,8.18,2/16/2022 06:42:17,28.374107,111.212846,1803.06,sandy,corn,694.72
68,32.04,21.08,5.32,67.88,59.13,55.36,16.7,9/22/2022 10:11:54,42.0438495,19.5731734,6992.35,clayey,soybean,329.45
69,7.59,24.66,10.46,81.75,44.7,12.39,24.68,1/24/2022 01:23:45,-8.8230363,121.9373561,5013.81,clayey,soybean,771.54
70,9.99,73.44,3.9,1.02,36.66,23.63,70.79,10/11/2022 17:21:34,14.8648,32.3668,605.48,clayey,wheat,165.73
71,32.44,46.35,1.98,68.1,61.03,21.82,34.68,7/21/2022 17:24:48,18.8340566,-72.8663173,3212.9,loamy,soybean,802.75
72,89.2,46.09,5.71,87.25,55.01,46.68,10.88,7/8/2022 19:13:52,50.0093858,16.2650464,3011.31,clayey,soybean,514.71
73,93.52,27.2,9.3,81.01,57.68,67.24,56.84,12/24/2022 09:51:49,39.3881052,49.2413743,144.28,sandy,soybean,545.78
74,72.1,67.29,11.39,11.79,29.44,74.67,23.04,3/25/2022 01:30:28,6.0102236,-72.4494848,3030.15,clayey,soybean,593.37
75,2.98,75.01,10.38,67.82,26.63,41.86,46.59,8/7/2022 10:11:46,48.5006149,34.6523446,8710.74,clayey,wheat,470.19
76,70.41,36.91,1.08,95.61,95.49,92.57,65.91,4/17/2022 21:36:36,4.953434,-77.366019,8452.54,loamy,wheat,400.68
77,71.73,54.53,0.1,31.86,19.3,16.5,67.66,2/7/2022 14:26:01,19.2949759,-99.110685,5381.79,sandy,corn,294.1
78,16.8,35.2,11.43,20.66,17.93,68.32,36.46,9/18/2022 22:36:41,37.32273,109.155152,9064.33,clayey,corn,675.02
79,83.66,71.12,1.11,56.8,93.32,84.77,99.23,6/1/2022 02:28:30,28.322781,-81.3912772,1604.67,sandy,wheat,539.97
80,67.45,18.54,13.36,78.02,68.99,92.69,86.93,10/9/2022 09:08:31,-8.0305091,110.6168921,8029.26,sandy,wheat,749.54
81,93.75,79.68,7.12,69.67,30.27,25.4,40.29,9/11/2022 23:54:41,30.5211502,112.8915932,4257.41,clayey,wheat,778.09
82,54.39,21.34,3.23,30.04,97.6,12.89,90.44,4/15/2022 11:09:01,38.1230866,140.0547688,4206.96,loamy,soybean,384.52
83,98.81,75.83,10.2,70.98,89.58,27.67,47.66,9/6/2022 18:28:34,46.0116166,14.3775361,8087.97,loamy,corn,13.24
84,40.12,84.51,10.45,80.3,88.46,59.44,35.59,6/6/2022 22:17:22,42.785791,124.111099,5120.24,sandy,corn,609.11
85,48.93,47.61,13.09,25.57,56.46,53.09,74.86,1/11/2022 13:19:09,31.364902,108.249509,4955.57,loamy,corn,875.11
86,60.1,72.07,5.62,68.61,0.97,50.0,30.88,6/14/2022 10:05:26,48.47092,24.94678,162.9,loamy,soybean,589.14
87,14.51,68.08,2.52,30.4,11.12,19.09,45.33,6/20/2022 04:42:41,-7.7516,114.1829,7781.38,loamy,corn,843.32
88,91.84,85.75,13.75,40.62,61.27,9.48,59.41,12/15/2022 14:15:06,38.7894166,-9.2036136,1990.52,sandy,wheat,184.75
89,6.13,50.49,7.27,16.28,92.25,70.31,4.47,12/30/2022 17:46:27,59.2733875,17.8926893,1085.21,loamy,corn,684.66
90,68.85,30.13,1.53,56.38,63.56,91.02,18.83,12/14/2022 12:29:26,48.1164447,-1.7128603,2693.58,loamy,wheat,193.87
91,44.2,43.1,1.11,83.84,80.48,89.68,28.33,11/19/2022 11:30:04,14.7292113,-88.0338631,4421.18,loamy,corn,883.5
92,82.09,99.76,0.38,64.59,16.49,2.72,40.5,11/20/2022 15:29:36,8.9172672,17.5505152,6333.92,clayey,soybean,762.16
93,81.53,21.54,13.08,79.67,17.96,31.62,9.72,1/8/2022 07:24:21,52.0008866,20.6716007,6837.33,loamy,corn,287.74
94,53.79,78.25,12.36,25.5,59.97,26.58,74.08,12/4/2022 21:30:06,29.4743666,-98.5165167,4208.62,clayey,wheat,7.04
95,2.24,23.06,4.76,86.77,50.11,81.65,56.63,6/29/2022 23:43:16,43.247343,0.06251,5536.08,sandy,corn,584.7
96,52.01,48.91,12.59,12.71,75.87,65.03,22.55,12/20/2022 19:50:13,-24.4436327,-56.9014072,9680.46,clayey,soybean,244.16
97,98.5,62.95,10.84,2.72,91.38,5.93,24.7,9/28/2022 21:02:55,44.0519136,42.8429639,4036.66,clayey,wheat,920.2
98,75.39,47.97,5.82,6.5,59.42,47.72,96.46,5/31/2022 18:38:47,30.592849,114.305539,8604.74,loamy,soybean,609.97
99,56.75,82.15,9.32,93.16,37.04,55.12,97.79,8/29/2022 16:14:48,23.396201,103.364905,6024.05,clayey,corn,76.05
100,7.52,22.82,7.83,83.21,81.07,43.36,58.26,11/19/2022 02:40:19,38.020906,23.9325441,6968.37,loamy,corn,637.44
101,4.16,38.87,11.83,1.95,87.42,57.18,73.28,11/16/2022 09:56:28,29.060527,87.762163,8388.84,clayey,corn,79.65
102,13.57,76.79,11.54,15.44,97.62,85.87,7.73,5/16/2022 11:24:39,52.4062515,19.1651495,7276.7,clayey,soybean,684.98
103,35.6,51.65,4.5,8.56,6.98,33.33,63.63,6/18/2022 10:23:46,50.3485458,39.6505372,134.62,sandy,soybean,607.65
104,36.25,30.91,12.04,73.9,90.34,73.62,56.88,7/11/2022 14:43:25,2.9662346,99.7985457,563.86,clayey,wheat,29.71
105,83.03,23.32,2.2,17.2,12.59,91.81,92.38,10/8/2022 13:53:14,40.3106587,-7.460117,8646.71,clayey,soybean,552.49
106,30.65,9.02,9.19,54.42,88.1,63.51,97.75,3/12/2022 05:27:26,35.7,10.8,3643.41,clayey,soybean,170.37
107,22.46,46.04,7.5,14.17,8.12,25.78,11.84,11/12/2022 05:04:29,39.711179,-8.6689187,6019.54,clayey,soybean,746.92
108,33.23,35.35,11.29,17.21,61.57,30.48,48.21,2/24/2022 00:24:03,-9.9876076,39.6982485,6696.56,sandy,wheat,90.62
109,12.57,96.25,7.71,68.62,42.62,58.39,69.82,4/3/2022 01:46:48,16.9818844,104.4490398,5049.33,loamy,wheat,305.94
110,91.22,13.32,9.15,40.69,47.88,11.95,64.74,7/27/2022 00:17:32,40.4742778,49.8255553,4001.28,clayey,wheat,839.11
111,0.39,55.61,8.04,91.81,64.84,74.89,55.77,8/13/2022 14:52:34,49.1931313,-0.3907558,8849.37,sandy,wheat,327.38
112,74.41,29.04,11.24,6.99,14.45,50.35,41.8,2/13/2022 11:12:48,55.9186612,59.9854105,6850.43,sandy,corn,36.24
113,11.39,39.74,6.0,51.99,32.62,99.42,14.26,1/23/2022 04:08:53,13.634726,-86.8107363,4185.98,sandy,wheat,795.3
114,71.11,36.81,4.26,29.5,28.72,62.83,34.31,6/2/2022 19:18:01,51.4617501,20.9131216,7015.08,clayey,wheat,966.25
115,54.75,63.54,4.83,53.34,82.13,37.53,52.96,6/28/2022 04:50:24,-9.8415,123.6933,278.81,sandy,soybean,604.57
116,38.81,51.69,9.55,27.59,71.12,20.61,94.05,11/15/2022 10:00:41,40.3062929,23.2071052,4487.44,loamy,corn,144.64
117,54.37,19.81,2.17,15.31,87.63,29.06,44.1,8/13/2022 02:06:14,45.2567087,20.6429982,9323.07,loamy,corn,769.08
118,89.42,38.6,0.81,62.61,20.86,21.79,64.46,8/6/2022 07:39:07,19.4621825,-99.110685,9553.99,loamy,soybean,582.77
119,18.11,75.11,5.73,44.85,83.11,31.56,49.2,12/25/2022 22:35:33,13.7390848,-89.1610748,5435.56,clayey,wheat,512.76
120,53.76,11.93,2.19,85.92,53.48,14.64,66.84,8/21/2022 19:12:12,-10.8812955,-75.0611147,2630.8,loamy,wheat,812.38
121,57.97,21.15,3.22,92.76,15.67,79.07,65.23,1/5/2022 13:57:07,-17.3058881,31.5655424,1169.16,clayey,corn,570.64
122,82.86,48.66,5.25,15.58,53.44,4.37,46.02,5/2/2022 10:09:19,20.0390282,-77.5791358,7926.6,loamy,wheat,721.12
123,75.86,97.19,10.53,44.26,6.32,91.06,18.34,7/2/2022 20:59:14,-43.417615,172.6519706,488.38,loamy,soybean,800.73
124,29.68,3.94,5.35,3.3,28.75,2.05,64.34,1/28/2022 13:33:46,37.074461,22.430264,1304.01,clayey,soybean,255.4
125,62.41,25.33,6.15,9.18,35.19,56.28,81.57,11/1/2022 14:00:05,29.560254,106.454213,4762.28,clayey,corn,722.98
126,8.11,54.54,11.25,80.32,99.92,71.46,88.39,5/13/2022 17:04:39,12.7360955,123.9014967,2172.56,clayey,soybean,479.28
127,63.51,75.87,8.23,47.65,38.62,33.55,92.01,11/22/2022 10:34:17,49.566715,17.1679608,6602.8,loamy,wheat,470.32
128,26.48,7.91,1.05,99.95,84.43,99.01,52.5,5/21/2022 01:49:08,45.54,-122.66,293.96,sandy,corn,378.13
129,48.87,23.82,0.03,61.51,30.73,30.98,54.42,4/26/2022 04:19:06,30.146551,120.369051,3882.09,sandy,wheat,803.21
130,49.75,9.4,3.47,95.8,92.28,58.73,75.12,2/21/2022 05:20:01,30.9457638,121.4371451,7643.7,clayey,soybean,78.32
131,59.4,21.71,6.07,42.88,5.09,19.33,92.67,7/1/2022 18:17:54,29.079175,119.64742,5258.5,clayey,wheat,857.78
132,59.34,21.48,1.52,56.33,44.01,42.61,58.97,1/15/2022 21:34:07,35.3237104,33.3149413,730.22,clayey,wheat,709.99
133,34.51,52.59,7.34,6.36,19.1,1.76,11.19,5/8/2022 23:19:23,56.2462038,14.6265298,5966.19,clayey,corn,359.64
134,39.1,64.39,13.31,88.1,12.34,6.22,26.76,9/22/2022 18:39:28,7.4804449,125.7515646,2289.27,loamy,soybean,390.2
135,66.55,48.32,6.46,69.92,4.94,4.63,50.71,10/10/2022 04:11:08,-6.2202997,106.8142131,5525.92,sandy,wheat,571.05
136,86.15,70.5,11.4,38.5,30.25,74.48,38.0,5/26/2022 21:48:53,62.9663709,27.6707397,4295.35,sandy,wheat,326.16
137,12.32,80.86,7.26,5.69,86.75,15.55,81.99,5/4/2022 10:53:33,53.326905,19.0654716,484.97,clayey,corn,373.47
138,31.83,73.08,3.17,99.67,32.85,57.76,18.75,3/30/2022 13:31:01,-7.106273,31.234619,5254.4,clayey,soybean,211.65
139,94.13,56.97,11.52,50.54,36.58,95.81,55.84,8/9/2022 09:18:27,54.5728766,20.1764433,2562.73,sandy,soybean,605.77
140,55.0,72.12,11.29,50.38,21.99,61.65,47.72,7/6/2022 02:09:27,6.39694,124.7225,8945.16,sandy,corn,6.84
141,51.98,0.13,13.62,22.1,77.78,1.35,75.41,6/27/2022 19:23:22,52.4198041,20.9258628,5191.61,sandy,soybean,76.94
142,70.56,12.36,9.65,88.25,58.72,47.75,12.56,11/22/2022 22:40:31,-40.6607937,-72.6131562,732.98,sandy,wheat,115.61
143,94.71,19.8,11.86,78.59,74.25,35.39,82.92,3/5/2022 04:37:24,-7.6569277,107.7073688,2941.49,sandy,corn,377.3
144,38.77,26.58,6.33,44.79,17.05,57.18,42.93,7/12/2022 00:31:03,-23.2400211,-51.6639768,9468.55,loamy,soybean,513.63
145,95.02,58.88,0.19,92.48,29.12,94.88,64.4,11/16/2022 03:39:40,-6.788236,107.6392892,3533.82,loamy,soybean,183.16
146,82.62,75.11,7.39,86.64,30.9,84.59,67.87,5/15/2022 11:12:41,13.9052519,122.6448243,9973.23,clayey,wheat,921.66
147,18.21,17.63,5.96,8.57,44.12,25.18,13.22,3/16/2022 02:56:41,29.591108,114.300474,2117.66,clayey,wheat,183.23
148,11.93,12.09,2.87,60.92,9.48,34.95,48.56,11/8/2022 06:11:44,39.991896,112.214219,6765.37,clayey,corn,638.71
149,49.53,4.09,8.63,62.79,7.92,40.43,35.62,1/26/2022 03:29:13,-12.8528438,-38.3271112,7160.35,sandy,corn,133.79
150,71.37,65.67,7.79,33.28,14.53,91.69,86.31,2/6/2022 22:47:26,-8.6603,117.1735,3056.66,sandy,wheat,212.98
151,61.69,15.38,10.3,57.5,42.46,20.9,54.45,9/1/2022 15:01:04,14.5326092,120.99848,6187.08,sandy,corn,675.29
152,11.24,7.91,7.55,76.64,17.72,32.64,86.05,12/6/2022 12:43:48,13.2881184,-87.0336925,8459.9,sandy,soybean,221.88
153,19.64,2.03,0.12,32.12,91.51,68.84,95.67,5/24/2022 01:56:29,24.4752847,101.3431058,8852.56,sandy,corn,977.27
154,46.87,26.11,4.45,43.8,61.83,55.29,96.28,4/2/2022 04:07:29,-7.347756,108.8818859,350.66,loamy,corn,26.23
155,15.72,49.17,0.78,66.35,2.24,62.13,72.32,2/12/2022 03:38:04,6.839006,-72.696951,7246.0,clayey,soybean,268.74
156,0.09,31.51,4.68,64.18,11.0,7.72,75.34,10/22/2022 01:41:46,12.3730419,14.2076222,8497.6,loamy,soybean,780.52
157,85.32,37.01,13.71,16.98,63.74,54.93,75.31,6/23/2022 09:54:59,56.1060907,38.1392419,9204.29,clayey,corn,456.83
158,47.42,45.28,12.01,89.56,65.86,8.19,23.66,1/17/2022 07:11:43,44.6773413,20.4439853,5810.41,loamy,corn,963.0
159,53.17,43.28,4.69,44.45,66.45,82.84,31.02,2/27/2022 04:05:06,14.8126417,100.2936683,9369.41,clayey,corn,632.81
160,37.43,7.11,3.22,11.01,29.31,28.73,12.03,7/11/2022 02:07:28,34.04,-118.26,8206.56,sandy,corn,751.68
161,83.82,20.72,13.62,94.04,14.34,63.01,65.21,3/1/2022 21:54:32,-6.7273278,111.2695981,1153.9,clayey,soybean,546.96
162,79.98,92.78,0.43,27.15,45.14,11.97,15.17,11/28/2022 00:35:22,1.2750177,-77.0334179,7863.5,sandy,wheat,436.13
163,60.52,24.3,2.3,17.55,62.17,46.61,74.94,8/26/2022 02:48:27,37.8909637,139.3167305,1785.05,loamy,wheat,669.41
164,87.49,34.72,13.6,93.54,44.1,97.36,65.84,10/21/2022 09:27:22,59.186002,17.4530287,5903.41,loamy,soybean,770.87
165,89.78,86.97,0.62,55.55,99.32,60.33,46.32,8/11/2022 10:02:16,9.7016493,-84.1005807,1607.06,sandy,wheat,780.63
166,49.93,22.5,8.88,53.43,66.39,13.78,0.47,4/21/2022 19:08:52,32.5483419,120.4520149,399.09,clayey,corn,727.58
167,3.12,10.53,11.68,32.75,70.07,22.49,89.33,4/18/2022 15:34:50,31.129098,120.839842,132.2,sandy,corn,32.65
168,34.54,53.43,13.73,17.79,32.07,5.75,99.14,2/12/2022 22:33:16,26.7271466,85.9406745,4818.61,clayey,corn,400.5
169,64.67,38.93,12.49,27.96,2.58,8.74,25.63,8/16/2022 12:13:38,22.278114,114.181701,2192.98,sandy,wheat,108.53
170,87.36,50.82,9.87,49.23,83.48,39.65,42.07,5/1/2022 22:49:23,37.0597622,140.8775769,1271.05,sandy,soybean,314.88
171,7.96,6.61,2.45,77.88,63.6,94.45,48.13,12/21/2022 03:12:21,28.932316,115.565454,2304.4,loamy,corn,886.07
172,44.96,29.45,2.53,24.82,43.57,15.06,94.18,9/23/2022 10:10:38,41.2022247,-8.5597719,3337.12,loamy,corn,787.65
173,83.2,15.87,3.15,3.84,7.87,89.44,5.96,2/4/2022 22:51:37,14.9618641,-90.4870393,694.28,loamy,wheat,275.58
174,99.24,44.67,10.25,9.11,8.77,70.56,41.32,6/7/2022 13:05:00,40.2299999,-111.66,4362.28,clayey,soybean,289.71
175,19.11,85.17,0.27,60.56,27.45,54.47,1.65,3/12/2022 08:29:04,40.8013178,44.1003659,4473.3,sandy,corn,624.39
176,80.79,48.56,13.29,0.27,4.94,30.71,44.57,11/26/2022 07:32:58,29.367424,116.64395,2090.86,loamy,soybean,103.63
177,67.87,92.59,6.81,24.5,85.92,64.28,14.12,6/23/2022 18:55:18,33.5583385,36.3660597,823.72,sandy,corn,183.94
178,96.95,46.18,0.12,68.93,86.06,49.82,21.21,3/11/2022 16:00:00,4.398278,-74.828718,7237.49,loamy,soybean,683.82
179,61.97,92.41,7.4,99.95,99.13,0.92,64.9,2/19/2022 10:53:50,3.698492,-73.697308,8973.06,loamy,corn,976.05
180,8.26,43.48,5.58,69.82,94.62,73.4,45.46,6/30/2022 06:10:20,51.9166667,-8.05,1286.02,sandy,soybean,12.1
181,91.78,77.54,11.11,64.18,72.06,92.83,28.47,11/19/2022 09:49:43,34.3061791,-2.1794136,3009.22,sandy,corn,13.29
182,94.17,46.77,2.64,88.93,54.01,90.41,51.07,3/19/2022 05:21:28,32.047243,44.3709408,8984.49,sandy,corn,18.62
183,28.25,30.04,11.8,14.22,62.5,55.77,67.96,1/28/2022 04:43:50,22.7694444,113.6216667,2892.49,clayey,soybean,454.42
184,77.01,33.57,12.37,15.78,33.57,46.7,80.35,5/13/2022 23:23:07,-20.9343608,-66.220355,2058.7,sandy,soybean,874.41
185,85.28,70.86,10.3,60.9,41.31,81.69,79.33,7/19/2022 16:53:33,52.2313764,5.9938487,6856.11,clayey,wheat,352.4
186,29.39,27.57,7.19,41.12,9.48,60.66,82.74,11/17/2022 17:13:33,38.8248475,-9.2968812,4534.13,clayey,corn,214.64
187,1.03,81.48,6.84,35.44,71.35,96.75,52.54,10/14/2022 13:23:27,28.590337,105.697472,3313.77,sandy,soybean,623.71
188,33.69,62.93,1.39,85.94,26.76,40.91,51.99,11/25/2022 14:19:44,27.9408161,-101.211296,8891.19,clayey,corn,561.13
189,37.94,45.85,5.52,74.67,94.13,25.39,54.11,2/23/2022 21:04:46,-7.6162571,109.5285442,7065.03,loamy,corn,222.29
190,44.84,29.49,0.48,79.64,54.23,31.75,19.98,1/26/2022 19:04:35,56.2862076,43.0264348,2072.15,loamy,wheat,820.83
191,15.15,20.03,7.37,93.41,77.97,5.54,85.67,7/4/2022 17:46:32,-37.7071402,144.9611223,765.99,clayey,soybean,606.49
192,84.43,71.64,3.32,49.79,90.55,94.08,64.29,7/18/2022 03:37:39,26.497765,101.738528,3388.05,loamy,wheat,590.85
193,0.82,32.65,3.68,1.58,33.71,54.34,98.08,10/6/2022 09:18:07,-6.3079232,107.172085,5587.43,sandy,corn,665.41
194,80.34,8.1,8.8,5.96,35.73,51.82,94.23,10/7/2022 05:29:42,11.5731051,107.8346924,2133.06,clayey,wheat,965.37
